"product","product.href","Manufacturer","name","socket","image","form_factor","chipset","max_memory","memory_type","memory_slots","m2_slot","price","category"
"Gigabyte B760I AORUS PRO","https://pcpartpicker.com/product/WC6NnQ/gigabyte-b760i-aorus-pro-mini-itx-lga1700-motherboard-b760i-aorus-pro","Gigabyte","Gigabyte B760I AORUS PRO Mini ITX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/2916da5244ab170613836e466777919b.256p.jpg","Mini ITX","Intel B760",96,"DDR5","2","",199.99,"MOBO"
"MSI X470 GAMING PLUS MAX","https://pcpartpicker.com/product/CXvqqs/msi-x470-gaming-plus-max-atx-am4-motherboard-x470-gaming-plus-max","MSI","MSI X470 GAMING PLUS MAX ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/67c9fcef981a962757caaf4c26082dc0.256p.jpg","ATX","AMD X470",128,"DDR4","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key",199.99,"MOBO"
"Asus Z890 AYW GAMING WIFI W","https://pcpartpicker.com/product/T3V2FT/asus-z890-ayw-gaming-wifi-w-atx-lga1851-motherboard-z890-ayw-gaming-wifi-w","Asus","Asus Z890 AYW GAMING WIFI W ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/a7627ce734924502f021fb3435ae7f51.256p.jpg","ATX","Intel Z890",192,"DDR5","4","",205,"MOBO"
"Gigabyte B650 UD AX (rev. 1.0)","https://pcpartpicker.com/product/hKwmP6/gigabyte-b650-ud-ax-rev-10-atx-am5-motherboard-b650-ud-ax-rev-10","Gigabyte","Gigabyte B650 UD AX (rev. 1.0) ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/6ba35f56bd877380c9286ed6f7700a2a.256p.jpg","ATX","AMD B650",192,"DDR5","4","",169.99,"MOBO"
"ASRock X570 Phantom Gaming 4","https://pcpartpicker.com/product/RJxbt6/asrock-x570-phantom-gaming-4-atx-am4-motherboard-x570-phantom-gaming-4","ASRock","ASRock X570 Phantom Gaming 4 ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/8a06ea6e7b235ca15f1d095336f5a417.256p.jpg","ATX","AMD X570",128,"DDR4","4","",236.22,"MOBO"
"Gigabyte B850 EAGLE WIFI7 ICE","https://pcpartpicker.com/product/rBqNnQ/gigabyte-b850-eagle-wifi7-ice-atx-am5-motherboard-b850-eagle-wifi7-ice","Gigabyte","Gigabyte B850 EAGLE WIFI7 ICE ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/388f3e3de66324acbe4ade80d674298b.256p.jpg","ATX","AMD B850",256,"DDR5","4","",449.84,"MOBO"
"Gigabyte TRX40 AORUS PRO WIFI","https://pcpartpicker.com/product/jTrYcf/gigabyte-trx40-aorus-pro-wifi-atx-strx4-motherboard-trx40-aorus-pro-wifi","Gigabyte","Gigabyte TRX40 AORUS PRO WIFI ATX sTRX4 Motherboard","sTRX4","//cdna.pcpartpicker.com/static/forever/images/product/3fdab0f54051652849999e3501e1bd0e.256p.jpg","ATX","AMD TRX40",256,"DDR4","8","",523,"MOBO"
"MSI MPG Z390 GAMING EDGE AC","https://pcpartpicker.com/product/t8qhP6/msi-mpg-z390-gaming-edge-ac-atx-lga1151-motherboard-mpg-z390-gaming-edge-ac","MSI","MSI MPG Z390 GAMING EDGE AC ATX LGA1151 Motherboard","LGA1151","https://m.media-amazon.com/images/I/41sgjDFHzlL.jpg","ATX","Intel Z390",128,"DDR4","4","",354.39,"MOBO"
"Gigabyte X570 AORUS ELITE WIFI","https://pcpartpicker.com/product/XV6qqs/gigabyte-x570-aorus-elite-wifi-atx-am4-motherboard-x570-aorus-elite-wifi","Gigabyte","Gigabyte X570 AORUS ELITE WIFI ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/920123df323bf6d2b80994b4f4bb6f4b.256p.jpg","ATX","AMD X570",128,"DDR4","4","",367.93,"MOBO"
"Gigabyte H610M S2H V2 DDR4","https://pcpartpicker.com/product/hDxxFT/gigabyte-h610m-s2h-v2-ddr4-micro-atx-lga1700-motherboard-h610m-s2h-v2-ddr4","Gigabyte","Gigabyte H610M S2H V2 DDR4 Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/ad339932a7dfe5609df1e92934a1ddac.256p.jpg","Micro ATX","Intel H610",64,"DDR4","2","",98.85,"MOBO"
"ASRock X570 Phantom Gaming 4S","https://pcpartpicker.com/product/cvhmP6/asrock-x570-phantom-gaming-4s-atx-am4-motherboard-x570-phantom-gaming-4s","ASRock","ASRock X570 Phantom Gaming 4S ATX AM4 Motherboard","AM4","https://m.media-amazon.com/images/I/51dLhXTKubL.jpg","ATX","AMD X570",128,"DDR4","4","",2945.06,"MOBO"
"MSI PRO B760-VC WIFI IV","https://pcpartpicker.com/product/M3QKHx/msi-pro-b760-vc-wifi-iv-atx-lga1700-motherboard-pro-b760-vc-wifi-iv","MSI","MSI PRO B760-VC WIFI IV ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/5dbf796f1931c7a7e2a4edfd5f09a2d4.256p.jpg","ATX","Intel B760",256,"DDR5","4","",169.99,"MOBO"
"MSI B760M PROJECT ZERO","https://pcpartpicker.com/product/7kYRsY/msi-b760m-project-zero-micro-atx-lga1700-motherboard-b760m-project-zero","MSI","MSI B760M PROJECT ZERO Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/11fc33319a384baac53d8baeba97b2ce.256p.jpg","Micro ATX","Intel B760",256,"DDR5","4","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2230 E-key",223.61,"MOBO"
"Gigabyte B850M D3HP","https://pcpartpicker.com/product/gD8Pxr/gigabyte-b850m-d3hp-micro-atx-am5-motherboard-b850m-d3hp","Gigabyte","Gigabyte B850M D3HP Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/678a12c96c1b7d8dfad396a6336604d9.256p.jpg","Micro ATX","AMD B850",256,"DDR5","4","",206.19,"MOBO"
"Asus PRIME B760-PLUS D4","https://pcpartpicker.com/product/6wwypg/asus-prime-b760-plus-d4-atx-lga1700-motherboard-prime-b760-plus-d4","Asus","Asus PRIME B760-PLUS D4 ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/a9110e876178cf1ae046ba1041ed189a.256p.jpg","ATX","Intel B760",128,"DDR4","4","2242/2260/2280 M-key
                        
                            2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key
                        
                            2230 E-key",189.95,"MOBO"
"ASRock X670E Steel Legend","https://pcpartpicker.com/product/CtPQzy/asrock-x670e-steel-legend-atx-am5-motherboard-x670e-steel-legend","ASRock","ASRock X670E Steel Legend ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/9397f3c0f9828c4f441a3b9b0a2ca914.256p.jpg","ATX","AMD X670E",256,"DDR5","4","",500.17,"MOBO"
"Gigabyte H610I","https://pcpartpicker.com/product/bDqrxr/gigabyte-h610i-mini-itx-lga1700-motherboard-h610i","Gigabyte","Gigabyte H610I Mini ITX LGA1700 Motherboard","LGA1700","https://m.media-amazon.com/images/I/51qQHaEtjNL.jpg","Mini ITX","Intel H610",64,"DDR5","2","",129.99,"MOBO"
"Asus ROG STRIX B550-I GAMING","https://pcpartpicker.com/product/XBH8TW/asus-rog-strix-b550-i-gaming-mini-itx-am4-motherboard-rog-strix-b550-i-gaming","Asus","Asus ROG STRIX B550-I GAMING Mini ITX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/08c85837e3736c855a86c6bbbe7fd31c.256p.jpg","Mini ITX","AMD B550",64,"DDR4","2","",419,"MOBO"
"Asus TUF GAMING Z790-BTF WIFI","https://pcpartpicker.com/product/k4zXsY/asus-tuf-gaming-z790-btf-wifi-atx-lga1700-motherboard-tuf-gaming-z790-btf-wifi","Asus","Asus TUF GAMING Z790-BTF WIFI ATX LGA1700 Motherboard","LGA1700","https://m.media-amazon.com/images/I/51DI8YZZ+1L.jpg","ATX","Intel Z790",192,"DDR5","4","",299.99,"MOBO"
"Gigabyte A620M S2H","https://pcpartpicker.com/product/Mh3NnQ/gigabyte-a620m-s2h-micro-atx-am5-motherboard-a620m-s2h","Gigabyte","Gigabyte A620M S2H Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/03c26875e0aea2b2da3cc1f1804cf65f.256p.jpg","Micro ATX","AMD A620",96,"DDR5","2","",112.26,"MOBO"
"Asus PRIME B450-PLUS","https://pcpartpicker.com/product/Fk7v6h/asus-prime-b450-plus-atx-am4-motherboard-prime-b450-plus","Asus","Asus PRIME B450-PLUS ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/2d6aec01983abcfd48c2d450cc27ce1b.256p.jpg","ATX","AMD B450",64,"DDR4","4","",172.15,"MOBO"
"MSI MPG Z490 GAMING EDGE WIFI","https://pcpartpicker.com/product/ZJ2bt6/msi-mpg-z490-gaming-edge-wifi-atx-lga1200-motherboard-mpg-z490-gaming-edge-wifi","MSI","MSI MPG Z490 GAMING EDGE WIFI ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/194e14cf897c9728b8a9e85d0bd85a1b.256p.jpg","ATX","Intel Z490",128,"DDR4","4","",419,"MOBO"
"Asus TUF GAMING Z790-PRO WIFI","https://pcpartpicker.com/product/skqrxr/asus-tuf-gaming-z790-pro-wifi-atx-lga1700-motherboard-tuf-gaming-z790-pro-wifi","Asus","Asus TUF GAMING Z790-PRO WIFI ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/d31f8288903c781a94e963b0a3eeb4b4.256p.jpg","ATX","Intel Z790",192,"DDR5","4","",386.37,"MOBO"
"MSI PRO Z790-VC WIFI","https://pcpartpicker.com/product/mJP8TW/msi-pro-z790-vc-wifi-atx-lga1700-motherboard-pro-z790-vc-wifi","MSI","MSI PRO Z790-VC WIFI ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/15bd58bcb4c724fd4a1acbf6743fc54e.256p.jpg","ATX","Intel Z790",192,"DDR5","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key",177.99,"MOBO"
"ASRock B550M PG RIPTIDE","https://pcpartpicker.com/product/jrbTwP/asrock-b550m-pg-riptide-micro-atx-am4-motherboard-b550m-pg-riptide","ASRock","ASRock B550M PG RIPTIDE Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/1ff527bac6e377074a62cc55f571554b.256p.jpg","Micro ATX","AMD B550",128,"DDR4","4","2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2230 E-key",208.26,"MOBO"
"Asus ROG Crosshair VIII Dark Hero","https://pcpartpicker.com/product/GyGnTW/asus-rog-crosshair-viii-dark-hero-atx-am4-motherboard-rog-crosshair-viii-dark-hero","Asus","Asus ROG Crosshair VIII Dark Hero ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/2df814ba2689b57e85f7f46b634f073e.256p.jpg","ATX","AMD X570",128,"DDR4","4","",697.89,"MOBO"
"Asus PRIME X670E-PRO WIFI","https://pcpartpicker.com/product/7nYmP6/asus-prime-x670e-pro-wifi-atx-am5-motherboard-prime-x670e-pro-wifi","Asus","Asus PRIME X670E-PRO WIFI ATX AM5 Motherboard","AM5","https://m.media-amazon.com/images/I/51xxqOCTV1L.jpg","ATX","AMD X670E",192,"DDR5","4","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key",259.99,"MOBO"
"Asus ROG STRIX X670E-F GAMING WIFI","https://pcpartpicker.com/product/2Z6p99/asus-rog-strix-x670e-f-gaming-wifi-atx-am5-motherboard-rog-strix-x670e-f-gaming-wifi","Asus","Asus ROG STRIX X670E-F GAMING WIFI ATX AM5 Motherboard","AM5","https://m.media-amazon.com/images/I/51GZ1fS9N7L.jpg","ATX","AMD X670E",192,"DDR5","4","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key",319.99,"MOBO"
"Gigabyte B550 AORUS ELITE V2","https://pcpartpicker.com/product/7yhmP6/gigabyte-b550-aorus-elite-v2-atx-am4-motherboard-b550-aorus-elite-v2","Gigabyte","Gigabyte B550 AORUS ELITE V2 ATX AM4 Motherboard","AM4","https://m.media-amazon.com/images/I/514pZ9wUmHL.jpg","ATX","AMD B550",128,"DDR4","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280/22110 M-key",164.99,"MOBO"
"ASRock H610M-HDV/M.2+ D5","https://pcpartpicker.com/product/z7GhP6/asrock-h610m-hdvm2-d5-micro-atx-lga1700-motherboard-h610m-hdvm2-d5","ASRock","ASRock H610M-HDV/M.2+ D5 Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/c13414ccd20045deb0d2ff0e53e51c48.256p.jpg","Micro ATX","Intel H610",96,"DDR5","2","",84.39,"MOBO"
"Asus ROG MAXIMUS Z890 HERO","https://pcpartpicker.com/product/9LvD4D/asus-rog-maximus-z890-hero-atx-lga1851-motherboard-rog-maximus-z890-hero","Asus","Asus ROG MAXIMUS Z890 HERO ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/a35b5eeaee6cdb44ec2f0b888b582a29.256p.jpg","ATX","Intel Z890",192,"DDR5","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key",685.11,"MOBO"
"MSI Z790 PROJECT ZERO","https://pcpartpicker.com/product/VsTZxr/msi-z790-project-zero-atx-lga1700-motherboard-z790-project-zero","MSI","MSI Z790 PROJECT ZERO ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/54ee3ba948d4651a92bb76719b5dcddd.256p.jpg","ATX","Intel Z790",256,"DDR5","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2230 E-key",199.99,"MOBO"
"Asus PRIME Z790-P WIFI","https://pcpartpicker.com/product/nCGbt6/asus-prime-z790-p-wifi-atx-lga1700-motherboard-prime-z790-p-wifi","Asus","Asus PRIME Z790-P WIFI ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/a3e5fe5dadb5c626221a5c13bb9a9c3b.256p.jpg","ATX","Intel Z790",192,"DDR5","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280/22110 M-key",219.99,"MOBO"
"Asus PRIME B450M-K II","https://pcpartpicker.com/product/rQ8bt6/asus-prime-b450m-k-ii-micro-atx-am4-motherboard-prime-b450m-k-ii","Asus","Asus PRIME B450M-K II Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/569d03cbfe6089accbf20201c3988cdc.256p.jpg","Micro ATX","AMD B450",64,"DDR4","2","",93.37,"MOBO"
"ASRock B650 PRO RS","https://pcpartpicker.com/product/zFzhP6/asrock-b650-pro-rs-atx-am5-motherboard-b650-pro-rs","ASRock","ASRock B650 PRO RS ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/f8e28c7914e887b4cc29725df194a430.256p.jpg","ATX","AMD B650",256,"DDR5","4","",149.99,"MOBO"
"Asus PRIME B550-PLUS","https://pcpartpicker.com/product/TR848d/asus-prime-b550-plus-atx-am4-motherboard-prime-b550-plus","Asus","Asus PRIME B550-PLUS ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/5fbb536e5e0aca5e5e22aebc9e6510d5.256p.jpg","ATX","AMD B550",128,"DDR4","4","",139.99,"MOBO"
"Gigabyte Z390 AORUS PRO WIFI","https://pcpartpicker.com/product/N6gzK8/gigabyte-z390-aorus-pro-wifi-atx-lga1151-motherboard-z390-aorus-pro-wifi","Gigabyte","Gigabyte Z390 AORUS PRO WIFI ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/a735153cb96091c6e69f267386e177df.256p.jpg","ATX","Intel Z390",128,"DDR4","4","",270,"MOBO"
"ASRock B450 Steel Legend","https://pcpartpicker.com/product/wb7v6h/asrock-b450-steel-legend-atx-am4-motherboard-b450-steel-legend","ASRock","ASRock B450 Steel Legend ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/c80202c0ee63d3f7e3811a6521f23f68.256p.jpg","ATX","AMD B450",64,"DDR4","4","",118.78,"MOBO"
"Gigabyte H410M H V2","https://pcpartpicker.com/product/8TmNnQ/gigabyte-h410m-h-v2-micro-atx-lga1200-motherboard-h410m-h-v2","Gigabyte","Gigabyte H410M H V2 Micro ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/5420748584136a6bbb941341c4ad8912.256p.jpg","Micro ATX","Intel H470",64,"DDR4","2","",113.6,"MOBO"
"MSI PRO Z690-A DDR4","https://pcpartpicker.com/product/GvmmP6/msi-pro-z690-a-ddr4-atx-lga1700-motherboard-pro-z690-a-ddr4","MSI","MSI PRO Z690-A DDR4 ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/2fc4e6cbd108d11defb86e2298e675b8.256p.jpg","ATX","Intel Z690",128,"DDR4","4","",215.82,"MOBO"
"MSI PRO B760M-A WIFI DDR4","https://pcpartpicker.com/product/VVqPxr/msi-pro-b760m-a-wifi-ddr4-micro-atx-lga1700-motherboard-pro-b760m-a-wifi-ddr4","MSI","MSI PRO B760M-A WIFI DDR4 Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/6bc2735a3e9fd678f10b45359fd4121d.256p.jpg","Micro ATX","Intel B760",128,"DDR4","4","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key",166.37,"MOBO"
"Asus H110M-K","https://pcpartpicker.com/product/yntWGX/asus-motherboard-h110mk","Asus","Asus H110M-K Micro ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/71fdafdc764e65c147d537c0a0879451.256p.jpg","Micro ATX","Intel H110",32,"DDR4","2","",189.99,"MOBO"
"Asus PRIME Z390-A","https://pcpartpicker.com/product/2k3H99/asus-prime-z390-a-atx-lga1151-motherboard-prime-z390-a","Asus","Asus PRIME Z390-A ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/9bf978a8545947c14c8ab7b7338f9ae2.256p.jpg","ATX","Intel Z390",128,"DDR4","4","",289,"MOBO"
"ASRock A620M Pro RS","https://pcpartpicker.com/product/xZfxFT/asrock-a620m-pro-rs-micro-atx-am5-motherboard-a620m-pro-rs","ASRock","ASRock A620M Pro RS Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/8892b1f7aa163894f65de89b5125ded2.256p.jpg","Micro ATX","AMD A620",256,"DDR5","4","",182.27,"MOBO"
"Gigabyte Z790M AORUS ELITE AX ICE","https://pcpartpicker.com/product/t9QKHx/gigabyte-z790m-aorus-elite-ax-ice-micro-atx-lga1700-motherboard-z790m-aorus-elite-ax-ice","Gigabyte","Gigabyte Z790M AORUS ELITE AX ICE Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/19c28b791ec9cdfdbde1f1404c2a72f1.256p.jpg","Micro ATX","Intel Z790",192,"DDR5","4","",199.99,"MOBO"
"ASRock B650M-H/M.2+","https://pcpartpicker.com/product/xFmNnQ/asrock-b650m-hm2-micro-atx-am5-motherboard-b650m-hm2","ASRock","ASRock B650M-H/M.2+ Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/07c31fe938c6e8531c051bc527759992.256p.jpg","Micro ATX","AMD B650",96,"DDR5","2","2280 M-key
                        
                            2260/2280 M-key
                        
                            2230 E-key",166.89,"MOBO"
"Gigabyte A520 AORUS ELITE","https://pcpartpicker.com/product/NJ4BD3/gigabyte-a520-aorus-elite-atx-am4-motherboard-a520-aorus-elite","Gigabyte","Gigabyte A520 AORUS ELITE ATX AM4 Motherboard","AM4","https://m.media-amazon.com/images/I/41C909RzE0L.jpg","ATX","AMD A520",128,"DDR4","4","",146.69,"MOBO"
"MSI B450 Gaming Plus MAX","https://pcpartpicker.com/product/BHBhP6/msi-b450-gaming-plus-max-atx-am4-motherboard-b450-gaming-plus-max","MSI","MSI B450 Gaming Plus MAX ATX AM4 Motherboard","AM4","https://m.media-amazon.com/images/I/41W28AfI6xL.jpg","ATX","AMD B450",128,"DDR4","4","",162,"MOBO"
"Gigabyte H610I DDR4","https://pcpartpicker.com/product/yhwypg/gigabyte-h610i-ddr4-mini-itx-lga1700-motherboard-h610i-ddr4","Gigabyte","Gigabyte H610I DDR4 Mini ITX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/da31e47777c32420093b626447dc3dcd.256p.jpg","Mini ITX","Intel H610",64,"DDR4","2","",165.72,"MOBO"
"Asus ROG STRIX Z790-E GAMING WIFI II","https://pcpartpicker.com/product/KzCZxr/asus-rog-strix-z790-e-gaming-wifi-ii-atx-lga1700-motherboard-rog-strix-z790-e-gaming-wifi-ii","Asus","Asus ROG STRIX Z790-E GAMING WIFI II ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/ea9335fbc8a992cf112531ffec280ca5.256p.jpg","ATX","Intel Z790",192,"DDR5","4","",699.99,"MOBO"
"Asus TUF GAMING A620M-PLUS WIFI","https://pcpartpicker.com/product/T4n9TW/asus-tuf-gaming-a620m-plus-wifi-micro-atx-am5-motherboard-tuf-gaming-a620m-plus-wifi","Asus","Asus TUF GAMING A620M-PLUS WIFI Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/43003a38cb76f33cd910f4b6ddb90b16.256p.jpg","Micro ATX","AMD A620",192,"DDR5","4","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key",149.99,"MOBO"
"Asus ROG STRIX B650E-E GAMING WIFI","https://pcpartpicker.com/product/M36p99/asus-rog-strix-b650e-e-gaming-wifi-atx-am5-motherboard-rog-strix-b650e-e-gaming-wifi","Asus","Asus ROG STRIX B650E-E GAMING WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/e3b2e2ac5b388ff871fc87bd0b61be20.256p.jpg","ATX","AMD B650E",192,"DDR5","4","",398.85,"MOBO"
