"","name","price","socket","form_factor","max_memory","memory_slots","color"
"585","ASRock Z790 LiveMixer",179.99,"LGA1700","ATX",192,4,"Purple / Black"
"586","Asus ROG STRIX Z390-F GAMING",NA,"LGA1151-2","ATX",128,4,"Black"
"587","ASRock B550 PG Velocita",129.99,"AM4","ATX",128,4,"Silver / Black"
"588","MSI B450I GAMING PLUS AC",NA,"AM4","Mini ITX",64,2,"Black / Red"
"589","Asus ROG Strix B450-I Gaming",NA,"AM4","Mini ITX",64,2,"Black / Silver"
"590","Gigabyte Z790 UD",240.06,"LGA1700","ATX",192,4,"Black"
"591","Gigabyte Z690 AERO G",NA,"LGA1700","ATX",128,4,"Black / Silver"
"592","Biostar B450MH",106.02,"AM4","Micro ATX",32,2,"Black / Yellow"
"593","Asus PRIME H510M-A",136.88,"LGA1200","Micro ATX",64,2,"Black / Silver"
"594","Asus Prime B760M-K",NA,"LGA1700","Micro ATX",96,2,"Silver / Black"
"595","Gigabyte A520M K",NA,"AM4","Micro ATX",64,2,"Brown / Black"
"596","Asus ROG STRIX Z690-G GAMING WIFI",NA,"LGA1700","Micro ATX",128,4,"Black / Silver"
"597","MSI B350M GAMING PRO",NA,"AM4","Micro ATX",32,2,"Black / Red"
"598","MSI B360M BAZOOKA",NA,"LGA1151-2","Micro ATX",64,4,"Black / White"
"599","ASRock A620M Pro RS",158.44,"AM5","Micro ATX",192,4,"Silver / Black"
"600","Gigabyte Z790 D AX",NA,"LGA1700","ATX",192,4,"Black / Gray"
"601","Gigabyte X570S AERO G",527.9,"AM4","ATX",128,4,"Black / White"
"602","Asus TUF B450M-PLUS GAMING",289,"AM4","Micro ATX",64,4,"Black / Gold"
"603","Asus TUF GAMING B550-PRO",NA,"AM4","ATX",128,4,"Black"
"604","Asus PRIME H610M-E D4",99.99,"LGA1700","Micro ATX",64,2,"Silver / Black"
"605","MSI B450M BAZOOKA MAX WIFI",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"606","ASRock B550M Pro RS",NA,"AM4","Micro ATX",128,4,"White"
"607","Gigabyte H610M H V2",NA,"LGA1700","Micro ATX",96,2,"Brown / Black"
"608","Gigabyte Z790M AORUS ELITE AX",NA,"LGA1700","Micro ATX",192,4,"Black / Silver"
"609","Gigabyte B560M DS3H V3",NA,"LGA1200","Micro ATX",128,4,"Black"
"610","Gigabyte X570 AORUS MASTER",NA,"AM4","ATX",128,4,"Black / Silver"
"611","Asus TUF GAMING Z490-PLUS (WI-FI)",360.6,"LGA1200","ATX",128,4,"Black"
"612","Asus PRIME H610M-A D4-CSM",109.99,"LGA1700","Micro ATX",64,2,"Silver / Black"
"613","Gigabyte X570 AORUS PRO WIFI",349.99,"AM4","ATX",128,4,"Black / Silver"
"614","ASRock B550 PG Riptide",131.99,"AM4","ATX",128,4,"Black / Silver"
"615","Gigabyte B760 DS3H",NA,"LGA1700","ATX",192,4,"Gray / Black"
"616","ASRock B450M-HDV",85.09,"AM4","Micro ATX",32,2,"Black / Silver"
"617","MSI MPG X570S EDGE MAX WIFI",NA,"AM4","ATX",128,4,"Black / Silver"
"618","MSI B650M GAMING WIFI",NA,"AM5","Micro ATX",96,2,"Silver / Black"
"619","Gigabyte B550M AORUS PRO-P",NA,"AM4","Micro ATX",128,4,"Black"
"620","MSI MAG Z390 TOMAHAWK",287.32,"LGA1151-2","ATX",128,4,"Black / Silver"
"621","Gigabyte GA-A320M-H",NA,"AM4","Micro ATX",32,2,"Black"
"622","Asus ProArt B660-CREATOR D4",169.99,"LGA1700","ATX",128,4,"Black"
"623","ASRock A520M Phantom Gaming 4",95.66,"AM4","Micro ATX",128,4,"Black"
"624","MSI B350 PC MATE",NA,"AM4","ATX",64,4,"Black"
"625","Asus Prime Z370-P",241.3,"LGA1151-2","ATX",64,4,"Black / Silver"
"626","NZXT N5 Z690",234.49,"LGA1700","ATX",128,4,"Black / White"
"627","ASRock Z790M PG LIGHTNING/D4",200.49,"LGA1700","Micro ATX",128,4,"Black"
"628","Asus PRIME B650M-A AX",195.91,"AM5","Micro ATX",128,4,"Black / Silver"
"629","MSI Z370 GAMING PLUS",NA,"LGA1151-2","ATX",64,4,"Black / Red"
"630","Gigabyte H310M M.2 2.0",NA,"LGA1151-2","Micro ATX",32,2,"Gray / Black"
"631","ASRock Z790 Pro RS/D4",194.14,"LGA1700","ATX",128,4,"Silver / Black"
"632","Gigabyte B550 GAMING X",159.99,"AM4","ATX",128,4,"Black / Silver"
"633","Asus MAXIMUS Z690 HERO EVA",515.15,"LGA1700","ATX",128,4,"Purple / Green"
"634","MSI B450M MORTAR TITANIUM",NA,"AM4","Micro ATX",64,4,"White"
"635","Gigabyte Z690 AORUS ULTRA",249.99,"LGA1700","ATX",192,4,"Black"
"636","MSI Z590 PRO WIFI",NA,"LGA1200","ATX",128,4,"Black"
"637","ASRock Z390 Phantom Gaming 4S",NA,"LGA1151-2","ATX",128,4,"Black"
"638","ASRock Z390 Phantom Gaming 4",199.99,"LGA1151-2","ATX",128,4,"Black / Silver"
"639","ASRock AB350 Pro4",NA,"AM4","ATX",64,4,"Black / White"
"640","Asus TUF GAMING Z690-PLUS D4",272.41,"LGA1700","ATX",128,4,"Black / Silver"
"641","Asus PRIME B660M-A D4",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"642","MSI PRO H610M-G",119.99,"LGA1700","Micro ATX",96,2,"Black"
"643","Gigabyte Z590 UD AC",307.39,"LGA1200","ATX",128,4,"Black"
"644","Asus TUF GAMING A520M-PLUS",138.99,"AM4","Micro ATX",128,4,"Black"
"645","Asus PRIME B460M-A",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"646","MSI MPG X570S CARBON MAX WIFI",NA,"AM4","ATX",128,4,"Black / Silver"
"647","Gigabyte Z690 UD AX DDR4",NA,"LGA1700","ATX",128,4,"Black"
"648","Gigabyte B560 DS3H AC",NA,"LGA1200","ATX",128,4,"Brown / Black"
"649","Biostar A320MH",NA,"AM4","Micro ATX",32,2,"Black / Yellow"
"650","MSI B550M PRO-VDH WIFI (CEC)",NA,"AM4","Micro ATX",128,4,"Black"
"651","Gigabyte H610M H V3 DDR4",NA,"LGA1700","Micro ATX",64,2,"Black / Silver"
"652","Gigabyte X570S AORUS MASTER",NA,"AM4","ATX",128,4,"Black / Silver"
"653","Gigabyte GA-A320M-S2H V2",NA,"AM4","Micro ATX",32,2,"Black"
"654","Asus Pro H510M-CT/CSM",84.99,"LGA1200","Micro ATX",64,2,"Green"
"655","MSI PRO H610M-E",NA,"LGA1700","Micro ATX",96,2,"Black"
"656","ASRock H610M-HVS/M.2 R2.0",91.05,"LGA1700","Micro ATX",64,2,"Black / Silver"
"657","Asus PRIME B450M-A/CSM",188,"AM4","Micro ATX",64,4,"Black / Silver"
"658","Gigabyte B550 AORUS ELITE",234.99,"AM4","ATX",128,4,"Black / Silver"
"659","Gigabyte Z390 AORUS ULTRA",329.99,"LGA1151-2","ATX",128,4,"Black / Silver"
"660","ASRock H510M-HDV/M.2",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"661","Asus ROG MAXIMUS Z690 EXTREME",NA,"LGA1700","EATX",192,4,""
"662","Asus TUF GAMING B460M-PLUS (WI-FI)",283.02,"LGA1200","Micro ATX",128,4,"Black / Gold"
"663","MSI MAG B550M MORTAR",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"664","ASRock B360M Pro4",NA,"LGA1151-2","Micro ATX",64,4,"Black / Silver"
"665","MSI MEG Z590 UNIFY-X",310.11,"LGA1200","ATX",128,4,"Black"
"666","Gigabyte Z390 I AORUS PRO WIFI",NA,"LGA1151-2","Mini ITX",64,2,"Black / Silver"
"667","Gigabyte B450 AORUS PRO",NA,"AM4","ATX",64,4,"Black / Silver"
"668","NZXT N7 Z590",NA,"LGA1200","ATX",128,4,"White"
"669","Asus PRIME B450M-K",169.9,"AM4","Micro ATX",32,2,"Black"
"670","Asus PRIME Z490-A",NA,"LGA1200","ATX",128,4,"Black / Silver"
"671","Asus TUF GAMING B450M-PRO II",196.57,"AM4","Micro ATX",128,4,"Black / Yellow"
"672","Gigabyte Z790 GAMING X",NA,"LGA1700","ATX",192,4,"Black / Gray"
"673","Gigabyte H510M H",NA,"LGA1200","Micro ATX",64,2,"Black"
"674","MSI PRO Z690-A",NA,"LGA1700","ATX",192,4,"Black / Silver"
"675","MSI MAG B550M BAZOOKA",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"676","Asus PRIME H310M-K",NA,"LGA1151-2","Micro ATX",32,2,"Black / Silver"
"677","Asus TUF GAMING Z790-PLUS D4",309.26,"LGA1700","ATX",128,4,"Black"
"678","Asus PRIME B650M-A WIFI",NA,"AM5","Micro ATX",128,4,"Silver / Black"
"679","MSI MPG Z790 EDGE WIFI DDR4",NA,"LGA1700","ATX",128,4,"Silver / Black"
"680","Gigabyte Z390 AORUS ELITE",279.99,"LGA1151-2","ATX",128,4,"Black / Silver"
"681","ASRock A320M-HDV",NA,"AM4","Micro ATX",32,2,"Black / Silver"
"682","Asus ROG MAXIMUS XIII HERO",598,"LGA1200","ATX",128,4,"Black"
"683","MSI MEG Z690I UNIFY",NA,"LGA1700","Mini ITX",96,2,"Black / Silver"
"684","Asus Pro B550M-C/CSM",102.25,"AM4","Micro ATX",128,4,"Green"
"685","ASRock Z690 PG Velocita",NA,"LGA1700","ATX",192,4,"Silver / Black"
"686","Gigabyte B660I AORUS Pro DDR4",345.76,"LGA1700","Mini ITX",64,2,"Black"
"687","ASRock B550M/ac",NA,"AM4","Micro ATX",128,4,"Black / White"
"688","ASRock Z390 Pro4",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"689","Asus ROG Crosshair VIII Formula",536.26,"AM4","ATX",128,4,"Black"
"690","Asus ROG STRIX B660-A GAMING WIFI",NA,"LGA1700","ATX",128,4,"Silver / Black"
"691","Gigabyte Z390 AORUS MASTER",379.38,"LGA1151-2","ATX",128,4,"Black / Silver"
"692","MSI MPG Z490 GAMING CARBON WIFI",349,"LGA1200","ATX",128,4,"Black / Silver"
"693","MSI MPG Z690 EDGE WIFI",400.55,"LGA1700","ATX",192,4,""
"694","Gigabyte B460M DS3H V2",NA,"LGA1200","Micro ATX",128,4,"Brown / Black"
"695","MSI X370 GAMING PRO CARBON",NA,"AM4","ATX",64,4,"Black / Silver"
"696","MSI B560M PRO-VDH WIFI",NA,"LGA1200","Micro ATX",128,4,"Black"
"697","Asus ROG STRIX Z590-A GAMING WIFI",459,"LGA1200","ATX",128,4,"Silver / Black"
"698","Gigabyte Z690 AORUS ELITE AX",199.99,"LGA1700","ATX",192,4,"Black"
"699","Asus ROG Crosshair VIII Extreme",NA,"AM4","EATX",128,4,"Black"
"700","Gigabyte B760 GAMING X AX DDR4",204.72,"LGA1700","ATX",128,4,"Black"
"701","ASRock B450M Pro4-F",NA,"AM4","Micro ATX",64,4,"Black / Silver"
"702","ASRock X370 Pro4",110.73,"AM4","ATX",64,4,"Black / White"
"703","MSI H510M PRO",199.9,"LGA1200","Micro ATX",64,2,"Beige"
"704","Gigabyte Z370P D3",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"705","Gigabyte Z790 D DDR4",246.11,"LGA1700","ATX",128,4,"Black"
"706","Asus PRIME X370-PRO",NA,"AM4","ATX",64,4,"Black / White"
"707","Asus TUF GAMING B650M-E",NA,"AM5","Micro ATX",192,4,"Black"
"708","Asus TUF GAMING B550M-PLUS (WI-FI)",261.72,"AM4","Micro ATX",128,4,"Black"
"709","Asus PRIME H610M-K",NA,"LGA1700","Micro ATX",96,2,"Black"
"710","MSI MPG B550 GAMING CARBON WIFI",NA,"AM4","ATX",128,4,"Black / Silver"
"711","Asus PRIME Z690-P",NA,"LGA1700","ATX",192,4,"Silver / Black"
"712","Asus ROG STRIX B560-A GAMING WIFI",274,"LGA1200","ATX",128,4,"Black / Silver"
"713","Biostar B450NH",NA,"AM4","Mini ITX",64,2,"Black / Silver"
"714","Gigabyte B760M GAMING DDR4",133.34,"LGA1700","Micro ATX",64,2,"Black / Red"
"715","Asus PRIME B350M-A",NA,"AM4","Micro ATX",64,4,"Black / Silver"
"716","Gigabyte B360M DS3H",NA,"LGA1151-2","Micro ATX",64,4,"Silver / Black"
"717","Asus PRIME B650M-A II-CSM",162.4,"AM5","Micro ATX",192,4,"Silver / Black"
"718","Asus PRIME Z590-P",NA,"LGA1200","ATX",128,4,"Silver / Black"
"719","Asus ROG Crosshair VIII Impact",583.45,"AM4","Mini DTX",64,2,"Black"
"720","Asus ROG STRIX B760-G GAMING WIFI D4",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"721","Gigabyte H610M S2H V2",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"722","MSI MAG Z590 TOMAHAWK WIFI",NA,"LGA1200","ATX",128,4,"Black"
"723","Asus PRIME H310M-E",172.07,"LGA1151-2","Micro ATX",32,2,"Silver / Black"
"724","ASRock H310CM-HDV",149.99,"LGA1151-2","Micro ATX",32,2,"Black"
"725","Asus PRIME B550M-A (WI-FI)",209.5,"AM4","Micro ATX",128,4,"Black / White"
"726","Gigabyte B650M AORUS PRO AX",NA,"AM5","Micro ATX",192,4,"Black"
"727","ASRock AB350M Pro4",220.5,"AM4","Micro ATX",64,4,"Black / White"
"728","Asus PRIME B760M-A D4",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"729","Gigabyte Z590 VISION G",349.69,"LGA1200","ATX",128,4,"Black / White"
"730","Gigabyte B360M HD3",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Black"
"731","ASRock H470M-HVS",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"732","MSI MAG B560 TOMAHAWK WIFI",NA,"LGA1200","ATX",128,4,"Black"
"733","Gigabyte X570 AORUS XTREME",766.9,"AM4","EATX",128,4,"Black / Silver"
"734","MSI MAG B660M MORTAR DDR4",242,"LGA1700","Micro ATX",128,4,"Black / Silver"
"735","Gigabyte B760 AORUS ELITE AX DDR4",246.31,"LGA1700","ATX",128,4,"Black / Silver"
"736","Gigabyte Z690 AORUS PRO",429.99,"LGA1700","ATX",192,4,"Black"
"737","ASRock Z690 Phantom Gaming 4",209.99,"LGA1700","ATX",128,4,"Black / Silver"
"738","Asus ROG MAXIMUS XII HERO (WI-FI)",519.99,"LGA1200","ATX",128,4,"Black"
"739","MSI B450I GAMING PLUS MAX WIFI",NA,"AM4","Mini ITX",64,2,"Black"
"740","Asus ROG STRIX Z690-A GAMING WIFI",NA,"LGA1700","ATX",192,4,"Black / Silver"
"741","MSI MPG Z390 GAMING PRO CARBON AC",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"742","Asus TUF B450M-PRO GAMING",NA,"AM4","Micro ATX",64,4,"Black"
"743","ASRock A520M Pro4",96.69,"AM4","Micro ATX",128,4,"Black / Silver"
"744","Gigabyte B450M AORUS ELITE",NA,"AM4","Micro ATX",128,4,"Black / Orange"
"745","Gigabyte Z790 AORUS ELITE AX-W",366.07,"LGA1700","ATX",192,4,"Silver / Black"
"746","Asus PRIME X670-P WIFI-CSM",NA,"AM5","ATX",192,4,"Silver / Black"
"747","MSI MPG Z590 GAMING CARBON WIFI",NA,"LGA1200","ATX",128,4,"Black"
"748","ASRock Z370 Extreme4",934.23,"LGA1151-2","ATX",64,4,"Black / Silver"
"749","Gigabyte X570S AORUS ELITE",NA,"AM4","ATX",128,4,"Black"
"750","ASRock B550 Extreme4",157.41,"AM4","ATX",128,4,"Blue / Black"
"751","Gigabyte Z690 AERO G DDR4",241.45,"LGA1700","ATX",128,4,"Black / Silver"
"752","Asus ROG STRIX Z390-I GAMING",NA,"LGA1151-2","Mini ITX",64,2,"Black / Silver"
"753","Asus TUF GAMING B760M-PLUS D4",NA,"LGA1700","Micro ATX",128,4,"Black / Orange"
"754","Gigabyte Z390 AORUS PRO",370.25,"LGA1151-2","ATX",128,4,"Black / Silver"
"755","Asus CROSSHAIR VI HERO",NA,"AM4","ATX",128,4,"Black"
"756","ASRock Z370 Pro4",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"757","Supermicro C9Z390-PGW",788.99,"LGA1151-2","ATX",128,4,"Black"
"758","Asus ProArt X570-CREATOR WIFI",NA,"AM4","ATX",128,4,"Black"
"759","Biostar B450MHP",NA,"AM4","Micro ATX",64,2,"Black / Silver"
"760","Asus PRO Q570M-C/CSM",164.99,"LGA1200","Micro ATX",128,4,"Green / Black"
"761","Gigabyte A520M DS3H",120.9,"AM4","Micro ATX",128,4,"Black"
"762","Asus PRIME A520M-R",NA,"AM4","Micro ATX",64,2,"Silver / Black"
"763","Asus ROG STRIX Z590-I GAMING WIFI",449,"LGA1200","Mini ITX",64,2,"Black"
"764","Asus ROG MAXIMUS Z790 APEX",NA,"LGA1700","ATX",96,2,"Silver / Black"
"765","Gigabyte B660 DS3H AC DDR4",NA,"LGA1700","ATX",128,4,"Black"
"766","Asus ROG Strix Z370-I Gaming",NA,"LGA1151-2","Mini ITX",32,2,"Black / Silver"
"767","MSI B360 GAMING PLUS",NA,"LGA1151-2","ATX",64,4,"Black / Red"
"768","Gigabyte Z790 AORUS ELITE DDR4",257.75,"LGA1700","ATX",128,4,"Black"
"769","Gigabyte Z490 AORUS ELITE AC",349.99,"LGA1200","ATX",128,4,"Black / Silver"
"770","MSI PRO B760-VC WIFI II",NA,"LGA1700","ATX",192,4,"Black"
"771","Asus TUF GAMING B760M-E D4",178.48,"LGA1700","Micro ATX",128,4,"Black / Orange"
"772","Gigabyte Z690 AORUS MASTER",NA,"LGA1700","EATX",192,4,"Black"
"773","MSI B450 Gaming Plus",NA,"AM4","ATX",64,4,"Red / Black"
"774","Gigabyte Z590 AORUS ELITE AX",NA,"LGA1200","ATX",128,4,"Black"
"775","Biostar B550MH",139.66,"AM4","Micro ATX",64,2,"Black"
"776","ASRock B660M-C",NA,"LGA1700","Micro ATX",128,4,"Black"
"777","Asus A620M-AYW WIFI",NA,"AM5","Micro ATX",96,2,"Silver / Black"
"778","Gigabyte X570S UD",NA,"AM4","ATX",128,4,"Black / Gray"
"779","Asus TUF X470-PLUS GAMING",NA,"AM4","ATX",64,4,"Black"
"780","MSI H410M PRO",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"781","MSI B450-A PRO",NA,"AM4","ATX",64,4,"Brown / Black"
"782","Gigabyte H610M H",111.65,"LGA1700","Micro ATX",64,2,"Brown / Silver"
"783","ASRock B460M Pro4",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"784","MSI PRO B660M-A WIFI",NA,"LGA1700","Micro ATX",192,4,"Black / Silver"
"785","Asus PRIME H570M-PLUS/CSM",199.99,"LGA1200","Micro ATX",128,4,"Black / Silver"
"786","Gigabyte Z490 VISION G",429.99,"LGA1200","ATX",128,4,"White / Black"
"787","MSI B460M-A PRO",NA,"LGA1200","Micro ATX",64,2,"Black"
"788","Asus PRIME A520M-E",NA,"AM4","Micro ATX",64,2,"Black"
"789","MSI X370 XPOWER GAMING TITANIUM",NA,"AM4","ATX",64,4,"Silver"
"790","Asus TUF B360M-PLUS GAMING",NA,"LGA1151-2","Micro ATX",64,4,"Silver / Orange"
"791","Asus TUF GAMING X570-PRO (WI-FI)",NA,"AM4","ATX",128,4,"Black / Gold"
"792","ASRock B760I Lightning WiFi",169.99,"LGA1700","Mini ITX",96,2,"Black"
"793","Asus PRIME B650M-A-CSM",161.81,"AM5","Micro ATX",128,4,"Silver / Black"
"794","Gigabyte X570 AORUS ULTRA",NA,"AM4","ATX",128,4,"Black / Silver"
"795","Gigabyte B660 GAMING X AX DDR4",174.63,"LGA1700","ATX",128,4,"Black"
"796","Asus TUF GAMING H670-PRO WIFI D4",199.99,"LGA1700","ATX",128,4,"Gray / Black"
"797","Asus Pro B650M-CT-CSM",149.99,"AM5","Micro ATX",192,4,"Green / Black"
"798","Asus TUF GAMING B760M-PLUS",207.61,"LGA1700","Micro ATX",192,4,"Black / Orange"
"799","Gigabyte B560M DS3H V2",NA,"LGA1200","Micro ATX",128,4,"Black"
"800","ASRock B550 Taichi",301.67,"AM4","ATX",128,4,"Gold / Black"
"801","MSI MAG X570S TORPEDO MAX",NA,"AM4","ATX",128,4,"Blue / Black"
"802","Asus Pro B760M-CT-CSM",129.99,"LGA1700","Micro ATX",192,4,"Green / Black"
"803","MSI MPG B760I EDGE WIFI DDR4",NA,"LGA1700","Mini ITX",64,2,"Silver / Black"
"804","MSI MPG Z590 GAMING PLUS",NA,"LGA1200","ATX",128,4,"Black"
"805","Asus ROG Crosshair VII Hero (Wi-Fi)",NA,"AM4","ATX",64,4,"Black"
"806","Asus ROG STRIX Z390-H GAMING",339.99,"LGA1151-2","ATX",128,4,"Black / Red"
"807","NZXT N5 Z690",239.99,"LGA1700","ATX",128,4,"Black"
"808","Asus TUF GAMING H770-PRO WIFI",NA,"LGA1700","ATX",192,4,"Black"
"809","MSI MEG X570 ACE",NA,"AM4","ATX",128,4,"Black / Silver"
"810","Gigabyte GA-AB350M-Gaming 3",NA,"AM4","Micro ATX",64,4,"Black / Red"
"811","Gigabyte B450 Gaming X",NA,"AM4","ATX",64,4,"Black / Red"
"812","ASRock H610M-H2/M.2 D5",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"813","MSI PRO B660M-E DDR4",NA,"LGA1700","Micro ATX",64,2,"Black / Silver"
"814","Asus PRIME B560M-A AC",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"815","Gigabyte Z590 AORUS ULTRA",389,"LGA1200","ATX",128,4,"Black"
"816","MSI MAG B460M MORTAR WIFI",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"817","Gigabyte H310M S2H",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Brown"
"818","MSI MPG B550I GAMING EDGE MAX WIFI",NA,"AM4","Mini ITX",64,2,"Black"
"819","Asus PRIME B760M-A WIFI-CSM",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"820","MSI MAG B660M BAZOOKA DDR4",227.6,"LGA1700","Micro ATX",128,4,"Green / Black"
"821","ASRock X570M Pro4",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"822","Asus STRIX X370-F GAMING",408.67,"AM4","ATX",64,4,"Black"
"823","ASRock H670 PG Riptide",149.99,"LGA1700","ATX",128,4,"Black"
"824","Gigabyte Z690 UD DDR4",223.14,"LGA1700","ATX",128,4,"Black"
"825","ASRock B660 Steel Legend",NA,"LGA1700","ATX",128,4,"Silver / Black"
"826","MSI B350M PRO-VDH",NA,"AM4","Micro ATX",64,4,"Brown / Black"
"827","ASRock A320M",NA,"AM4","Micro ATX",32,2,"Black / Silver"
"828","MSI MPG Z390I GAMING EDGE AC",NA,"LGA1151-2","Mini ITX",64,2,"Black / Silver"
"829","Asus EX-A320M-GAMING",NA,"AM4","Micro ATX",64,4,"Red / Black"
"830","ASRock B450M Steel Legend Pink",NA,"AM4","Micro ATX",128,4,"Black / Pink"
"831","Asus PRIME H410M-E",NA,"LGA1200","Micro ATX",64,2,"Black"
"832","ASRock B650M-C",NA,"AM5","Micro ATX",192,4,"Black"
"833","MSI Z590 PLUS",NA,"LGA1200","ATX",128,4,"Black / Silver"
"834","Gigabyte B550 AORUS MASTER",NA,"AM4","ATX",128,4,"Black / Silver"
"835","Asus PRIME H310M-K R2.0",NA,"LGA1151-2","Micro ATX",32,2,"Black"
"836","Biostar A520MH",NA,"AM4","Micro ATX",64,2,"Black / Silver"
"837","Gigabyte Z790 S WIFI DDR4 (rev. 1.1/1.2)",NA,"LGA1700","ATX",128,6,"Black"
"838","ASRock Z790I Lightning WiFi",259.99,"LGA1700","Mini ITX",96,2,"Black"
"839","ASRock H310CM-ITX/ac",NA,"LGA1151-2","Mini ITX",32,2,"Black / Silver"
"840","MSI Z370 GAMING PRO CARBON",NA,"LGA1151-2","ATX",64,4,"Black"
"841","Asus PRIME H310M-A R2.0",NA,"LGA1151-2","Micro ATX",32,2,"Black"
"842","Gigabyte B450M GAMING",NA,"AM4","Micro ATX",32,2,"Red / Black"
"843","Asus PRIME B460-PLUS",NA,"LGA1200","ATX",128,4,"Silver / Black"
"844","MSI B450M MORTAR",NA,"AM4","Micro ATX",64,4,"Black"
"845","Asus PRIME H310-PLUS",NA,"LGA1151-2","ATX",32,2,"Black"
"846","Gigabyte X570 UD",NA,"AM4","ATX",128,4,"Black / Silver"
"847","MSI Z370 TOMAHAWK",NA,"LGA1151-2","ATX",64,4,"Black / Gray"
"848","Gigabyte Z490I AORUS ULTRA",467.9,"LGA1200","Mini ITX",64,2,"Black / Silver"
"849","Gigabyte A520M AORUS ELITE",99.99,"AM4","Micro ATX",128,4,"Black / Orange"
"850","MSI MEG X570S ACE MAX",NA,"AM4","ATX",128,4,"Black"
"851","Gigabyte Z370 AORUS Gaming 7 (rev. 1.0)",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"852","Gigabyte B550 VISION D",NA,"AM4","ATX",128,4,"White / Black"
"853","MSI B350 GAMING PLUS",NA,"AM4","ATX",64,4,"Black / Red"
"854","ASRock Fatal1ty B450 GAMING K4",NA,"AM4","ATX",64,4,"Black / Silver"
"855","Asus PRIME H610M-E-CSM",NA,"LGA1700","Micro ATX",96,2,"Silver / Black"
"856","Gigabyte B550M AORUS PRO AX",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"857","MSI MAG B760M MORTAR MAX WIFI DDR4",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"858","Asus PRIME X670E-PRO WIFI-CSM",NA,"AM5","ATX",192,4,"Silver / Black"
"859","Gigabyte H610M H DDR4",103.6,"LGA1700","Micro ATX",64,2,"Black / Gray"
"860","Asus ROG Crosshair VII Hero",NA,"AM4","ATX",64,4,"Black"
"861","MSI B450M PRO-VDH",NA,"AM4","Micro ATX",64,4,"Brown"
"862","MSI PRO B660-A DDR4",NA,"LGA1700","ATX",128,4,"Black / Silver"
"863","Gigabyte Z590 AORUS MASTER",449.99,"LGA1200","ATX",128,4,"Black"
"864","Asus ROG STRIX Z490-I GAMING",NA,"LGA1200","Mini ITX",64,2,"Black"
"865","Asus PRIME H410M-K",180,"LGA1200","Micro ATX",64,2,"Black"
"866","Asus ROG STRIX X470-I GAMING",NA,"AM4","Mini ITX",32,2,"Black"
"867","Gigabyte GA-AB350M-DS3H",NA,"AM4","Micro ATX",64,4,"Black"
"868","Gigabyte Z790 D",NA,"LGA1700","ATX",192,4,"Black / Gray"
"869","Gigabyte H610M S2H DDR4",173,"LGA1700","Micro ATX",64,2,"Black / Gray"
"870","Gigabyte Z370 HD3 (rev. 1.0)",NA,"LGA1151-2","ATX",64,4,"Black / Gray"
"871","Gigabyte B550 AORUS PRO V2",NA,"AM4","ATX",128,4,"Black"
"872","ASRock Z690 STEEL LEGEND/D5",NA,"LGA1700","ATX",192,4,"Black / White"
"873","ASRock Z690 Taichi Razer Edition",NA,"LGA1700","ATX",192,4,"Black"
"874","ASRock B450M Pro4-F R2.0",159,"AM4","Micro ATX",128,4,"Black"
"875","Gigabyte Z590 AORUS XTREME",848.48,"LGA1200","EATX",128,4,"Black"
"876","ASRock B760M-H2/M.2",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"877","MSI B550-A PRO (CEC)",NA,"AM4","ATX",128,4,"Black"
"878","MSI MPG Z590 GAMING EDGE WIFI",NA,"LGA1200","ATX",128,4,"Black"
"879","Asus PRIME B760M-A AX6",NA,"LGA1700","Micro ATX",192,4,"Silver / Black"
"880","ASRock H670M Pro RS",139.99,"LGA1700","Micro ATX",128,4,"Gray / Black"
"881","Gigabyte Z590 AORUS ELITE",324.03,"LGA1200","ATX",128,4,"Black"
"882","Asus ProArt B760-CREATOR",NA,"LGA1700","ATX",192,4,"Black / Copper"
