"","name","price","socket","form_factor","max_memory","memory_slots","color"
"1174","Gigabyte H470 HD3",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1175","MSI MAG A520M VECTOR WIFI",NA,"AM4","Micro ATX",64,2,"Black"
"1176","Gigabyte Z590 GAMING X",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1177","Gigabyte Z690 AORUS PRO DDR4",NA,"LGA1700","ATX",128,4,"Black / Silver"
"1178","Asus PRIME H610I-PLUS",NA,"LGA1700","Mini ITX",96,2,"Black / Silver"
"1179","Gigabyte B760M D3H DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1180","Gigabyte H610M GAMING WIFI DDR4 (rev. 1.0)",NA,"LGA1700","Micro ATX",64,2,"Black / White"
"1181","Asus PRIME H510M-A R2.0",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1182","Asus WS Z390 PRO",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"1183","Gigabyte Z690M AORUS ELITE AX DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1184","MSI B350 TOMAHAWK PLUS",NA,"AM4","ATX",64,4,"Black / Red"
"1185","Gigabyte GA-AX370-Gaming 3",NA,"AM4","ATX",64,4,"Brown / Red"
"1186","MSI B360-A PRO",NA,"LGA1151-2","ATX",64,4,"Brown"
"1187","ASRock Fatal1ty X470 Gaming-ITX/ac",NA,"AM4","Mini ITX",32,2,"Black / Silver"
"1188","MSI B450M BAZOOKA PLUS",NA,"AM4","Micro ATX",64,4,"Black"
"1189","ASRock Z390 Taichi",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"1190","Gigabyte B660M GAMING X AX DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1191","MSI PRO B650M-A",NA,"AM5","Micro ATX",192,4,"Black / Silver"
"1192","Asus PRIME H610M-K ARGB",NA,"LGA1700","Micro ATX",96,2,"Black"
"1193","Gigabyte B760 AORUS MASTER DDR4",278.52,"LGA1700","ATX",128,4,"Black"
"1194","Gigabyte Z690I AORUS ULTRA",NA,"LGA1700","Mini ITX",96,2,"Black / Silver"
"1195","Gigabyte B660M GAMING DDR4",NA,"LGA1700","Micro ATX",64,2,"Black / Red"
"1196","Asus PRIME Q370M-C/CSM",NA,"LGA1151-2","Micro ATX",64,4,"Green / Black"
"1197","Asus PRIME B460M-K",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1198","MSI MEG Z590 GODLIKE",779.99,"LGA1200","EATX",128,4,"Black / Silver"
"1199","Asus PRIME B560M-A/CSM",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"1200","Biostar B650MP-E PRO",NA,"AM5","Micro ATX",192,4,"Black / Silver"
"1201","ASRock X570D4U-2L2T",NA,"AM4","Micro ATX",128,4,"Green / Silver"
"1202","Gigabyte Z690I AORUS ULTRA PLUS (rev. 1.0)",NA,"LGA1700","Mini ITX",96,2,""
"1203","Asus ROG STRIX B360-G GAMING",NA,"LGA1151-2","Micro ATX",64,4,"Red / Black"
"1204","MSI MAG B550 TORPEDO",NA,"AM4","ATX",128,4,"Black"
"1205","Biostar B450MX-S",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"1206","Gigabyte Z370 AORUS Ultra Gaming (rev. 1.0)",NA,"LGA1151-2","ATX",64,4,"Black / Red"
"1207","MSI B350M PRO-VD PLUS",NA,"AM4","Micro ATX",32,2,"Brown / Black"
"1208","Gigabyte Z370N WIFI",NA,"LGA1151-2","Mini ITX",32,2,"Black / White"
"1209","Gigabyte B360M AORUS GAMING 3",NA,"LGA1151-2","Micro ATX",64,4,"Black / Orange"
"1210","MSI B760M GAMING WIFI",NA,"LGA1700","Micro ATX",96,2,"Silver / Black"
"1211","Gigabyte Z370 AORUS Gaming 3 (rev. 1.0)",NA,"LGA1151-2","ATX",64,4,"Black / Red"
"1212","MSI Z370I GAMING PRO CARBON AC",NA,"LGA1151-2","Mini ITX",32,2,"Black / Silver"
"1213","Asus PRIME Z390M-PLUS",NA,"LGA1151-2","Micro ATX",128,4,"White / Black"
"1214","Asus ROG STRIX B460-F GAMING",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1215","MSI MEG Z590 ACE",NA,"LGA1200","ATX",128,4,"Black"
"1216","EVGA X570 DARK",NA,"AM4","EATX",64,2,"Black"
"1217","MSI PRO B660M-P DDR4",NA,"LGA1700","Micro ATX",128,4,"Black / Silver"
"1218","Gigabyte B650M H",NA,"AM5","Micro ATX",96,2,"Black / Gray"
"1219","Asus PRIME H610M-A",NA,"LGA1700","Micro ATX",96,2,"Silver / Black"
"1220","Gigabyte Q670M D3H",179.99,"LGA1700","Micro ATX",128,4,"Brown / Gray"
"1221","Biostar B660GTN",NA,"LGA1700","Mini ITX",64,2,"Blue / Black"
"1222","MSI MAG B660M MORTAR",NA,"LGA1700","Micro ATX",192,4,"Black / Silver"
"1223","Colorful CVN Z790M FROZEN D5 V20",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"1224","Gigabyte GA-AX370-Gaming",NA,"AM4","ATX",64,4,"Black / Red"
"1225","Asus TUF B360-Plus Gaming",NA,"LGA1151-2","ATX",64,4,"Black / Gold"
"1226","Gigabyte Z370M DS3H",NA,"LGA1151-2","Micro ATX",64,4,"Black / Silver"
"1227","ASRock Z490 Phantom Gaming 4",NA,"LGA1200","ATX",128,4,"Black / Gray"
"1228","MSI MAG B460M BAZOOKA",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1229","MSI A520M PRO-VDH",NA,"AM4","Micro ATX",128,4,"Brown / Black"
"1230","MSI MAG Z690 TORPEDO",NA,"LGA1700","ATX",192,4,"Blue / Black"
"1231","MSI X370 KRAIT GAMING",NA,"AM4","ATX",64,4,"Black / White"
"1232","MSI Z370 PC PRO",NA,"LGA1151-2","ATX",64,4,"Black / White"
"1233","MSI Z370M GAMING PRO AC",NA,"LGA1151-2","Micro ATX",64,4,"Black / Silver"
"1234","Gigabyte B360M D3P",NA,"LGA1151-2","Micro ATX",64,4,"Silver / Black"
"1235","ASRock Z390M Pro4",NA,"LGA1151-2","Micro ATX",128,4,"Black / Silver"
"1236","Asus Prime H310I-PLUS R2.0/CSM",NA,"LGA1151-2","Mini ITX",32,2,"Black"
"1237","MSI PRESTIGE X570 CREATION",NA,"AM4","EATX",128,4,"Black / Silver"
"1238","Asus TUF Z390-PLUS GAMING",NA,"LGA1151-2","ATX",128,4,"Black / Gold"
"1239","Asus PRIME X570-P/CSM",NA,"AM4","ATX",128,4,"Black / Silver"
"1240","Asus TUF GAMING B460M-PLUS",NA,"LGA1200","Micro ATX",128,4,"Black / Gold"
"1241","Asus PRIME H410M-A/CSM",129.99,"LGA1200","Micro ATX",64,2,"Black"
"1242","ASRock Z590M Phantom Gaming 4",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"1243","Gigabyte H510M S2H",175,"LGA1200","Micro ATX",64,2,"Brown / Gray"
"1244","ASRock X370 Killer SLI",219.99,"AM4","ATX",64,4,"Black / White"
"1245","ASRock B460 Steel Legend",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1246","Biostar B660GTA",NA,"LGA1700","ATX",128,4,"Blue / Black"
"1247","Gigabyte Z790M AORUS ELITE",NA,"LGA1700","Micro ATX",192,4,"Silver / Black"
"1248","ASRock X370 Gaming-ITX/ac",NA,"AM4","Mini ITX",32,2,"Black / Red"
"1249","ASRock Z370 Taichi",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"1250","Gigabyte H370 HD3",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"1251","ASRock B460M-ITX/ac",NA,"LGA1200","Mini ITX",64,2,"Black / Silver"
"1252","Colorful CVN B550M GAMING FROZEN V14",NA,"AM4","Micro ATX",128,4,"White / Silver"
"1253","ASRock H510M-HDV",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1254","Gigabyte B650 AORUS ELITE",NA,"AM5","ATX",192,4,"Black / Silver"
"1255","Gigabyte B760M AORUS ELITE",NA,"LGA1700","Micro ATX",192,4,"Black / Silver"
"1256","ASRock B650 PG Lightning WiFi",NA,"AM5","ATX",192,4,"Black / Gray"
"1257","Asus PRIME H510M-R R2.0",NA,"LGA1200","Micro ATX",64,2,"Black"
"1258","Gigabyte Z490 AORUS PRO AX",449.99,"LGA1200","ATX",128,4,"Black / Silver"
"1259","Asus Prime H370M-Plus/CSM",NA,"LGA1151-2","Micro ATX",64,4,"Silver / Black"
"1260","Gigabyte H310M DS2",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Black"
"1261","MSI MAG Z390M MORTAR",NA,"LGA1151-2","Micro ATX",128,4,"Black / Silver"
"1262","ASRock A320M-HDV R3.0",NA,"AM4","Micro ATX",32,2,"Black"
"1263","ASRock H310CM-HDV/M.2",NA,"LGA1151-2","Micro ATX",32,2,"Black"
"1264","Asus PRIME Z490M-PLUS",NA,"LGA1200","Micro ATX",128,4,"Black / White"
"1265","Asus ROG STRIX B460-H GAMING",NA,"LGA1200","ATX",128,4,"Black / Red"
"1266","MSI B460M PRO-VDH",NA,"LGA1200","Micro ATX",128,4,"Black"
"1267","Gigabyte Z590 UD",NA,"LGA1200","ATX",128,4,"Black"
"1268","ASRock Z790-C",NA,"LGA1700","ATX",192,4,"Black"
"1269","ASRock X470D4U",NA,"AM4","Micro ATX",64,4,"Green"
"1270","Asus B760M-AYW WIFI",NA,"LGA1700","Micro ATX",96,2,"Silver / Black"
"1271","MSI PRO B760-P II",NA,"LGA1700","ATX",256,4,"Black / Silver"
"1272","MSI PRO-B660M-B-DDR4",270,"LGA1700","Micro ATX",64,2,"Black / Silver"
"1273","Biostar X370GTN",NA,"AM4","Mini ITX",32,2,"Black"
"1274","Gigabyte B360M D2V",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Black"
"1275","MSI B450M PRO-M2 V2",NA,"AM4","Micro ATX",32,2,"Brown / Black"
"1276","ASRock X570 Phantom Gaming X",NA,"AM4","ATX",128,4,"Black / Silver"
"1277","ASRock Z490 Extreme4",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1278","ASRock Z490 Pro4",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1279","ASRock Z490M-ITX/ac",NA,"LGA1200","Mini ITX",64,2,"Black / Silver"
"1280","ASRock B560M-ITX/ac",NA,"LGA1200","Mini ITX",64,2,"Silver / Black"
"1281","MSI PRO H610M-S DDR4",NA,"LGA1700","Micro ATX",64,2,"Black"
"1282","Biostar Racing Z490A-Silver",NA,"LGA1200","ATX",128,4,"Black / White"
"1283","Asus PRIME B650M-A",NA,"AM5","Micro ATX",128,4,"Silver / Black"
"1284","ASRock Z590 Extreme WiFi 6E",NA,"LGA1200","ATX",128,4,"Black / Blue"
"1285","Asus ROG STRIX B350-I GAMING",NA,"AM4","Mini ITX",32,2,"Black / Silver"
"1286","ASRock B360 Pro4",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"1287","Gigabyte B360M D3H",NA,"LGA1151-2","Micro ATX",64,4,"Silver / Black"
"1288","MSI H310M PRO-VDH",NA,"LGA1151-2","Micro ATX",32,2,"Brown / Black"
"1289","Asus TUF Z370-Plus Gaming II",NA,"LGA1151-2","ATX",64,4,"Black / Yellow"
"1290","Gigabyte B460 HD3",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1291","Asus ROG STRIX B560-I GAMING WIFI",NA,"LGA1200","Mini ITX",64,2,"Black"
"1292","MSI A520M PRO-VH",NA,"AM4","Micro ATX",64,2,"Black"
"1293","Biostar B650EGTQ",NA,"AM5","Micro ATX",192,4,"Black / Blue"
"1294","Gigabyte Z370 HD3P (rev. 1.0)",NA,"LGA1151-2","ATX",64,4,"Black / Gray"
"1295","Gigabyte H410M H",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1296","MSI B460M PRO",NA,"LGA1200","Micro ATX",64,2,"Black"
"1297","Biostar B660GTQ",NA,"LGA1700","Micro ATX",128,4,"Blue / Black"
"1298","ASRock Z490 Taichi",NA,"LGA1200","ATX",128,4,"Black / Gold"
"1299","ASRock H470M-HDV/M.2",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1300","Asus TUF B350M-PLUS GAMING",NA,"AM4","Micro ATX",64,4,"Black / Yellow"
"1301","Asus PRIME B350M-E",NA,"AM4","Micro ATX",32,2,"Black / Red"
"1302","MSI A320M PRO-VD/S",NA,"AM4","Micro ATX",32,2,"Brown / Black"
"1303","MSI B360I GAMING PRO AC",NA,"LGA1151-2","Mini ITX",32,2,"Black"
"1304","Asus TUF B360M-E GAMING",NA,"LGA1151-2","Micro ATX",32,2,"Orange / Black"
"1305","ASRock Z390 Phantom Gaming SLI/ac",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"1306","Gigabyte B460 AORUS PRO AC",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1307","ASRock B460 Phantom Gaming 4",NA,"LGA1200","ATX",128,4,"Black"
"1308","MSI MEG Z590I UNIFY",NA,"LGA1200","Mini ITX",64,2,"Black"
"1309","Gigabyte H610M K",NA,"LGA1700","Micro ATX",96,2,"Brown / Gray"
"1310","Asus PRIME Z790-V WIFI-CSM",NA,"LGA1700","ATX",192,4,"Black / Silver"
"1311","Asus PRIME H610M-D",NA,"LGA1700","Micro ATX",96,2,"Black"
"1312","MSI MAG B760M MORTAR II",NA,"LGA1700","Micro ATX",192,4,"Silver / Black"
"1313","Biostar B760MX2-E D4",NA,"LGA1700","Micro ATX",64,2,"Black"
"1314","Gigabyte Z490 AORUS ULTRA",431.99,"LGA1200","ATX",128,4,"Black / Silver"
"1315","ASRock Fatal1ty X370 Gaming K4",NA,"AM4","ATX",64,4,"Black / Red"
"1316","ASRock A320M Pro4",NA,"AM4","Micro ATX",64,4,"Black / White"
"1317","MSI A320M GAMING PRO",NA,"AM4","Micro ATX",32,2,"Black / Red"
"1318","Gigabyte GA-A320MA-M.2 (rev. 1.0)",NA,"AM4","Micro ATX",64,4,"Brown / Black"
"1319","Gigabyte H310M S2",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Black"
"1320","Asus TUF H370-Pro Gaming (WI-FI)",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"1321","Gigabyte Z690 UD AX",NA,"LGA1700","ATX",192,4,"Black"
"1322","Colorful CVN B760I FROZEN WIFI V20",NA,"LGA1700","Mini ITX",64,2,"White / Black"
"1323","Gigabyte H510M K",NA,"LGA1200","Micro ATX",64,2,"Black"
"1324","Asus ROG Maximus XIII Apex",649.99,"LGA1200","ATX",64,2,"Black"
"1325","Biostar B760MZ-E PRO",NA,"LGA1700","Micro ATX",192,4,"Brown / Black"
"1326","MSI X470 GAMING M7 AC",NA,"AM4","ATX",64,4,"Black / Silver"
"1327","Gigabyte Z690M DS3H DDR4",NA,"LGA1700","Micro ATX",128,4,"Brown / Gray"
"1328","MSI PRO B660M-P WIFI DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1329","Asus PRIME B760M-A-CSM",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"1330","Gigabyte GA-AB350M-D3H",NA,"AM4","Micro ATX",64,4,"Black / Gray"
"1331","ASRock B360M-ITX/ac",NA,"LGA1151-2","Mini ITX",32,2,"Black / Silver"
"1332","MSI H310M PRO-VH",NA,"LGA1151-2","Micro ATX",32,2,"Brown / Black"
"1333","ASRock H310M-HDV",NA,"LGA1151-2","Micro ATX",32,2,"Black / Silver"
"1334","Gigabyte B560M AORUS PRO",NA,"LGA1200","Micro ATX",128,4,"Black"
"1335","Gigabyte Z690 UD",NA,"LGA1700","ATX",192,4,"Black"
"1336","Gigabyte B660M GAMING AC DDR4",NA,"LGA1700","Micro ATX",64,2,"Black / Red"
"1337","Biostar X670E VALKYRIE",NA,"AM5","ATX",192,4,"Black"
"1338","Asus PRIME H610M-D D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Silver / Black"
"1339","Asus ROG STRIX B560-E GAMING WIFI",NA,"LGA1200","ATX",128,4,"Black"
"1340","Asus PRIME B360M-C/CSM",NA,"LGA1151-2","Micro ATX",64,4,"Green / Black"
"1341","Asus ROG STRIX Z490-H GAMING",NA,"LGA1200","ATX",128,4,"Black / Red"
"1342","ASRock H410M-ITX/ac",NA,"LGA1200","Mini ITX",64,2,"Black"
"1343","ASRock X570D4U",NA,"AM4","Micro ATX",128,4,"Green"
"1344","Asus Pro A620M-C-CSM",154.89,"AM5","Micro ATX",96,2,"Green / Black"
"1345","ASRock Fatal1ty Z370 Professional Gaming i7",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"1346","ASRock X470D4U2-2T",NA,"AM4","Micro ATX",64,4,"Green"
"1347","Biostar Z790 VALKYRIE",NA,"LGA1700","ATX",192,4,"Black"
"1348","Asus PRIME H510M-R",NA,"LGA1200","Micro ATX",64,2,"Black"
"1349","Gigabyte Z790 AORUS TACHYON",NA,"LGA1700","EATX",96,2,"Silver / Black"
"1350","Asus PRIME H410M-D",NA,"LGA1200","Micro ATX",64,2,"Black"
"1351","MSI X370 GAMING PRO",NA,"AM4","ATX",64,4,"Black / Red"
"1352","ASRock Fatal1ty Z370 Gaming-ITX/ac",NA,"LGA1151-2","Mini ITX",32,2,"Black / Silver"
"1353","Gigabyte H310M S2P",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Brown"
"1354","Gigabyte Z370 AORUS ULTRA GAMING WIFI",NA,"LGA1151-2","ATX",64,4,"Black"
"1355","Gigabyte B460M AORUS PRO",NA,"LGA1200","Micro ATX",128,4,"Black / Orange"
"1356","Asus ROG STRIX B460-I GAMING",NA,"LGA1200","Mini ITX",64,2,"Black / Silver"
"1357","Asus ROG STRIX B460-G GAMING",NA,"LGA1200","Micro ATX",128,4,"Black / Red"
"1358","Gigabyte B660M AORUS Pro DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1359","ASRock Z690-C/ac",NA,"LGA1700","ATX",128,4,"Black / Silver"
"1360","MSI PRO B760M-B",NA,"LGA1700","Micro ATX",96,2,"Black"
"1361","Biostar A620MT",129.13,"AM5","Micro ATX",96,2,"Black"
"1362","Gigabyte Z490 GAMING X AX",317,"LGA1200","ATX",128,4,"Brown / Black"
"1363","Asus PRIME H510M-D",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1364","Asus ROG MAXIMUS XII EXTREME",NA,"LGA1200","EATX",128,4,"Black"
"1365","Asus ROG STRIX X370-I GAMING",NA,"AM4","Mini ITX",32,2,"Black / Silver"
"1366","Asus PRIME A520M-A/CSM",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"1367","ASRock H370M Pro4",NA,"LGA1151-2","Micro ATX",64,4,"Black / Silver"
"1368","Gigabyte H310M A",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Brown"
"1369","ASRock Fatal1ty X470 Gaming K4",NA,"AM4","ATX",64,4,"Black / Silver"
"1370","ASRock X470 Taichi Ultimate",NA,"AM4","ATX",64,4,"Silver / Black"
"1371","Gigabyte Z490M GAMING X",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1372","ASRock H410M-HVS",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1373","MSI MEG Z590 ACE GOLD EDITION",NA,"LGA1200","ATX",128,4,"Silver / Gold"
"1374","EVGA Z690 CLASSIFIED",NA,"LGA1700","EATX",128,4,"Black / Silver"
"1375","MSI Z590 PRO WIFI (CEC)",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1376","ASRock Fatal1ty Z370 Gaming K6",431.99,"LGA1151-2","ATX",64,4,"Black / Silver"
"1377","Gigabyte Z690 AORUS XTREME",NA,"LGA1700","EATX",192,4,"Black"
"1378","MSI H310M PRO-VD",NA,"LGA1151-2","Micro ATX",32,2,"Brown / Black"
"1379","Gigabyte H370M D3H",NA,"LGA1151-2","Micro ATX",64,4,"Silver / Black"
"1380","MSI B360M GAMING PLUS",NA,"LGA1151-2","Micro ATX",32,2,"Black / Red"
"1381","ASRock H310M-ITX/ac",NA,"LGA1151-2","Mini ITX",32,2,"Black / Silver"
"1382","Asus PRIME B350M-K",NA,"AM4","Micro ATX",32,2,"Black / Silver"
"1383","NZXT N7 Z390",NA,"LGA1151-2","ATX",64,4,"Black"
"1384","MSI B450M PRO-VDH V2",NA,"AM4","Micro ATX",64,4,"Black"
"1385","Gigabyte B460M D3H",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1386","Asus TUF GAMING B460-PRO (WI-FI)",NA,"LGA1200","ATX",128,4,"Black / Gold"
"1387","Asus TUF GAMING H470-PRO (WI-FI)",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1388","MSI MPG B460I GAMING EDGE WIFI",NA,"LGA1200","Mini ITX",64,2,"Black / Silver"
"1389","Asus PRIME H570-PLUS",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1390","ASRock H510M/ac",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1391","EVGA X570 FTW WIFI",NA,"AM4","ATX",128,4,"Black"
"1392","Asus PRIME H310M-D R2.0",NA,"LGA1151-2","Micro ATX",32,2,"Black"
"1393","Gigabyte B760M D2H DDR4",NA,"LGA1700","Micro ATX",64,2,"Black"
"1394","Asus PRIME H610M-R",NA,"LGA1700","Micro ATX",96,2,"Black"
"1395","Asus PRIME Z790-V AX-CSM",NA,"LGA1700","ATX",192,4,"Silver / Black"
"1396","ASRock Z390 Phantom Gaming 6",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"1397","ASRock X570 Extreme4",NA,"AM4","ATX",128,4,"Black / Silver"
"1398","MSI MAG Z590 TORPEDO",NA,"LGA1200","ATX",128,4,"Black / Blue"
"1399","Gigabyte H310N",NA,"LGA1151-2","Mini ITX",32,2,"Black"
"1400","MSI A320M GRENADE",NA,"AM4","Micro ATX",32,2,"Black / Red"
"1401","MSI A320M PRO-VD PLUS",NA,"AM4","Micro ATX",32,2,"Brown / Black"
"1402","Asus PRIME A320M-C R2.0",NA,"AM4","Micro ATX",32,2,"Black / Gold"
"1403","Gigabyte GA-AB350M-HD3 (rev. 1.0)",NA,"AM4","Micro ATX",32,2,"Brown / Black"
"1404","Asus ROG Strix H370-I Gaming",NA,"LGA1151-2","Mini ITX",32,2,"Black / Silver"
"1405","Gigabyte Z390 GAMING SLI",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"1406","Biostar A32M2",NA,"AM4","Micro ATX",32,2,"Black"
"1407","MSI MAG B560M MORTAR",NA,"LGA1200","Micro ATX",128,4,"Black"
"1408","Gigabyte B560M D3H",NA,"LGA1200","Micro ATX",128,4,"Brown / Black"
"1409","MSI MPG Z790 EDGE MONSTER HUNTER EDITION",NA,"LGA1700","ATX",256,4,"Black / Red"
"1410","Gigabyte B760M AORUS PRO AX DDR4",NA,"LGA1700","Micro ATX",128,4,"Black / Silver"
"1411","ASRock Z590 Steel Legend WiFi 6E",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1412","Asus PRIME B350M-A/CSM",NA,"AM4","Micro ATX",64,4,"Black / Silver"
"1413","ASRock Fatal1ty X370 Professional Gaming",NA,"AM4","ATX",64,4,"Black / Red"
"1414","Gigabyte GA-A320M-HD2",NA,"AM4","Micro ATX",32,2,"Black"
"1415","MSI H370M BAZOOKA",NA,"LGA1151-2","Micro ATX",64,4,"Black / White"
"1416","MSI A320M PRO-M2",NA,"AM4","Micro ATX",32,2,"Black"
"1417","ASRock Z390 PHANTOM GAMING X",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"1418","ASRock B460M Steel Legend",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1419","Colorful CVN B460I GAMING FROZEN V20",NA,"LGA1200","Mini ITX",64,2,"White / Black"
"1420","ASRock H570 Phantom Gaming 4",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1421","Gigabyte B660M GAMING X DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1422","Gigabyte Z690 AORUS ELITE AX (rev. 1.4)",NA,"LGA1700","ATX",128,4,"Black"
"1423","Supermicro C9Z390-CGW",667.39,"LGA1151-2","ATX",128,4,"Black / Silver"
"1424","ASRock Z490 Steel Legend",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1425","Asus ProART Z490-CREATOR 10G",NA,"LGA1200","ATX",128,4,"Black"
"1426","Colorful BATTLE-AX Z790M-PLUS D5 V20",NA,"LGA1700","Micro ATX",128,4,"Black / Orange"
"1427","Asus TUF B360-Pro Gaming (Wi-Fi)",NA,"LGA1151-2","ATX",64,4,"Silver / Orange"
"1428","Gigabyte H370N WIFI",NA,"LGA1151-2","Mini ITX",32,2,""
"1429","Gigabyte B360M H",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Red"
"1430","ASRock B360M Performance",NA,"LGA1151-2","Micro ATX",64,4,"Black / Silver"
"1431","Asus PRIME A320I-K/CSM",NA,"AM4","Mini ITX",32,2,"Black / Silver"
"1432","Gigabyte B460M GAMING HD",NA,"LGA1200","Micro ATX",64,2,"Black / Red"
"1433","ASRock B560M Pro4/ac",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"1434","Asus TUF GAMING B560M-E",NA,"LGA1200","Micro ATX",128,4,"Black / Gold"
"1435","Asus PRIME B550M-K ARGB-CSM",NA,"AM4","Micro ATX",64,2,"Black"
"1436","Gigabyte Z790 AORUS ELITE X",NA,"LGA1700","ATX",192,4,"Black"
"1437","Asus PRIME H470M-PLUS/CSM",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1438","Biostar B450MX",NA,"AM4","Micro ATX",128,4,"Brown / Black"
"1439","Asus PRIME A620M-E",NA,"AM5","Micro ATX",96,2,"Black / Silver"
"1440","Gigabyte Z370M D3H (rev. 1.0)",NA,"LGA1151-2","Micro ATX",64,4,"Black / Gray"
"1441","NZXT N7 Z370",NA,"LGA1151-2","ATX",64,4,"White / Black"
"1442","MSI H310M GAMING PLUS",NA,"LGA1151-2","Micro ATX",32,2,"Black / Red"
"1443","Asus PRIME H310M-D",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Black"
"1444","ASRock H570M-ITX/ac",NA,"LGA1200","Mini ITX",64,2,"Silver / Black"
"1445","Asus PRIME H610I-PLUS D4",NA,"LGA1700","Mini ITX",64,2,"Silver / Black"
"1446","MSI PRO B660M-G",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1447","MSI PRO Z790-P II",NA,"LGA1700","ATX",192,4,"Black"
"1448","MSI PRO H610M-S WIFI DDR4",NA,"LGA1700","Micro ATX",64,2,"Black"
"1449","Gigabyte Z490 AORUS XTREME",735.9,"LGA1200","EATX",128,4,"Black / Silver"
"1450","ASRock X370M Pro4",NA,"AM4","Micro ATX",64,4,"Black / White"
"1451","MSI B360M MORTAR TITANIUM",NA,"LGA1151-2","Micro ATX",64,4,"White"
"1452","MSI B360M PRO-VD",NA,"LGA1151-2","Micro ATX",32,2,"Brown / Black"
"1453","EVGA Z390 FTW",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"1454","Gigabyte Z490M",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1455","Gigabyte H410M S2",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1456","ASRock H410M/ac",NA,"LGA1200","Micro ATX",64,2,"Black"
"1457","ASRock H410M-HDV",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1458","Gigabyte B560I AORUS PRO AX",NA,"LGA1200","Mini ITX",64,2,"Black / Silver"
"1459","Colorful CVN Z790D5 GAMING FROZEN V20",NA,"LGA1700","ATX",192,4,"Silver / Copper"
"1460","MSI PRO B760M-A DDR4 II",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"1461","ASRock A620M-HDVP",NA,"AM5","Micro ATX",96,2,"Black"
